genes;p_value;beta_coef;std_err;fdr_bh_adj_pval
ALDOB;0.0006820824902462479;-0.006428427896019944;0.0018925203450913647;0.11506111535463069
SKI;0.0007180256709710086;0.015076322838734694;0.004456923849118338;0.12003319234718952
DNALI1;0.000739950052051998;0.011808611403400912;0.003499465687990776;0.1225938675524721
ZNF586;0.0007814373618575248;0.015070828957827942;0.0044862223699261095;0.12784333889004468
GEMIN7;0.00078541391644024;0.03172965826160203;0.009449100261429942;0.12784333889004468
EFCAB11;0.0008018468447984773;0.027371638755906706;0.008165210334098604;0.12938321784417864
NDST3;0.0008308861080225429;0.01341232881818326;0.0040128255625579675;0.13291312603850264
WDR12;0.0008639932259850417;0.011884351931147265;0.00356726242488012;0.1365501908329161
ZBP1;0.0008701105547152146;0.011544964624095332;0.003467434883761368;0.1365501908329161
CRH;0.0008756991112910657;0.03737204312025882;0.011230400264974872;0.1365501908329161
ERMN;0.0008881695660029814;0.00944146573114694;0.0028405507739846137;0.136588372701047
EGFR;0.0008906657198117422;0.009773663091313998;0.0029411881022717305;0.136588372701047
RNF186;0.0008990611376832896;0.00645216991341666;0.0019431822734971925;0.13674572517091085
OR4K17;0.0009465630388937944;0.025209759159743425;0.007625424430154753;0.14280019308709957
TAB3;0.0009616400420134846;0.022639230496710305;0.006857083302653917;0.1429233476063051
TCOF1;0.0009627839216850689;0.008292881371189637;0.002512043132658906;0.1429233476063051
GFOD1;0.000986711417748315;0.026816210903364713;0.00814004712930574;0.14531283387093438
MFSD14B;0.0010112746531123747;0.01236763971380034;0.0037620907758484172;0.14775757845002538
ACTN2;0.0010380545013848534;-0.008721058223729941;0.002658801839325108;0.14951372325300755
SLC25A26;0.0010394088327030596;0.013380033268912893;0.004079647971796621;0.14951372325300755
ATP5A1;0.0010506150474165078;0.014260085943779225;0.004351997820811088;0.14996317553739014
C2CD3;0.0010839930506459366;0.004343038839659197;0.001329027040019536;0.15354637441058014
HUNK;0.0010945107779992674;0.009739472560819903;0.0029829025740612048;0.15386168179207882
UGCG;0.001114552279922666;0.020711998716739673;0.006353460166854776;0.15550099328003752
EP300;0.0011329379002011117;-0.007324327593305441;0.00224996183914865;0.15627499252456745
KRTAP4-9;0.0011434710530369339;0.030360984444209115;0.00933413630414534;0.15627499252456745
KLK1;0.0011521209887910256;0.018965014329458543;0.005834418904824374;0.15627499252456745
DAZAP1;0.0011593088264839138;0.035703425436543874;0.010989823807744391;0.15627499252456745
ESPL1;0.001162208933411851;0.00775685454909106;0.0023881496176074058;0.15627499252456745
TMEM100;0.0012243634539052428;0.03353231333116264;0.01037122543427684;0.16344811691126393
SMARCA4;0.0012801336933238557;0.011943329454940487;0.0037085792279558513;0.1696725772379819
RBM47;0.001299002361693502;0.0068082141314774235;0.002116809013472458;0.1709523959119477
PCOLCE2;0.00132622894203568;0.00852630125369163;0.002655916074177666;0.173306367946578
ACO2;0.0013571901978651174;0.010362922360745572;0.0032347074344240504;0.17611203714395188
ATP7B;0.0013862684413754299;-0.004080077042780459;0.0012759983551275044;0.1786360916539061
FOXS1;0.0014701198247187184;0.006297597011673137;0.0019800159992835646;0.18813478253434854
CDC27;0.0015188302347837201;0.012253554248581055;0.0038641071922254798;0.19303708107292267
ASB9;0.0015403614955045348;0.04930478115237483;0.015568143725934068;0.194441822520967
HSDL2;0.0015931032749463474;0.011964470789300876;0.003789551462495249;0.19919029074659397
XRRA1;0.001605226625809932;0.010293532472460442;0.003262594036842802;0.19919029074659397
EPS8L1;0.0016194616763668414;0.007977657268734662;0.002530631091259105;0.19919029074659397
STEAP1B;0.0016277405399276726;0.01215978252653742;0.0038590861230333256;0.19919029074659397
HIST3H3;0.001631651443925538;0.021277418812698158;0.006754205025109648;0.19919029074659397
SPINK13;0.0017083263016767218;0.03164055122568268;0.010086866041879469;0.2059226432466798
PCSK5;0.001708993697994648;0.006943282352415648;0.0022135681465850145;0.2059226432466798
MRPL20;0.0017368506157858104;0.022136171839973687;0.007067860569727704;0.20792903242917093
AQP4;0.0017511947456546586;0.022478813872379884;0.0071828030665395375;0.20830236987415288
SLC30A9;0.0017746022575347209;0.016377801785428508;0.005239842077891699;0.2097421623618744
SERPINA3;0.001846907853896827;0.01451915640455191;0.004662746679532951;0.21690646922094636
MICAL1;0.0019022569130780326;-0.005426765613450789;0.001747671943152233;0.2200378672349762
DHX15;0.00190771891989584;0.027692571173551547;0.008920737865963785;0.2200378672349762
CLDN19;0.0019147831457762574;0.015179829786086091;0.004891673215936944;0.2200378672349762
OTOR;0.0019210031521915362;0.022813028804629626;0.007353732842945073;0.2200378672349762
TLDC2;0.0019465196945241089;0.0067204651291971;0.0021690607730908123;0.2215927573717139
RUBCN;0.0019781726100249184;0.004955547267377545;0.0016018985943699253;0.22319808207283506
MED13L;0.0019846779231524996;0.009447637574034296;0.0030549452634874405;0.22319808207283506
CTDSPL2;0.00202301604554677;0.02709927198241424;0.008778831346314218;0.22613907072991482
CYHR1;0.0020722737945548376;0.01746859219312518;0.005672119186628379;0.23025815887281179
CD81;0.002103577485392573;0.0245050835170871;0.007968457700540683;0.23175178381997705
FETUB;0.0021106947330015156;0.01777765074873913;0.00578275460799146;0.23175178381997705
PDE7A;0.0021777511546214766;0.013515439764156431;0.004409734077272156;0.23743912192796354
OTUB1;0.0021880841695236996;0.027999912535247314;0.009139861295447612;0.23743912192796354
ZBTB20;0.0022082844315909817;0.012369587539360525;0.004041367008463899;0.23823794135233872
FAS;0.0023163990130125357;0.041085356163938214;0.0134865207883324;0.24802437786296194
PIK3CA;0.0023257297773310722;0.023414046594139773;0.007688855822896858;0.24802437786296194
FGD6;0.0024418786603331967;0.005344599662435224;0.0017636002048391929;0.25715411685792827
TIRAP;0.0024446207301493396;0.010910139303439136;0.0036005084432876324;0.25715411685792827
PHTF1;0.0024614014737955837;0.009046902369116048;0.0029876502611651365;0.25715411685792827
KCNA7;0.002466772623448547;0.01275439129699702;0.004212928477883193;0.25715411685792827
NR0B2;0.00259643225645294;0.01742382027456137;0.005784949158603598;0.2676528961673418
KIF20A;0.0025996883985223568;0.007729774735673372;0.0025667163096352278;0.2676528961673418
TENM4;0.0026107552385368;-0.0029381433856157735;0.0009760455538472752;0.2676528961673418
GATA5;0.0026496925163233087;-0.006188960311192433;0.002059038187131117;0.27015216666425995
SPINK4;0.0027026354230023308;0.016620683760932217;0.005540724000875118;0.27404427819252053
ATAT1;0.002731056741814561;0.00799352254895489;0.002667581346896583;0.275421135332125
HSPA5;0.002787345579245796;0.016002700499678658;0.0053515060621228;0.2783653903068493
CR1L;0.00279071590035762;0.009852806213405157;0.0032953101690012957;0.2783653903068493
PLGRKT;0.0028052558734307405;0.017285237561340136;0.005784188033469562;0.2783653903068493
AKT3;0.002838616749817887;0.0414053426640521;0.013872319975748067;0.28017751281713144
ENC1;0.0028983750189535973;0.022051272203910746;0.00740381538938916;0.2838938392868498
ATP2A2;0.002906867291684709;0.01755575586725074;0.005896200629276184;0.2838938392868498
PKHD1;0.002989351688686579;-0.0035001337052112283;0.0011789404271273993;0.2901618122873589
NMU;0.003016981011312903;0.017112007718634616;0.0057692870323559015;0.2901618122873589
SLC25A23;0.0030179580605443125;-0.010011651932699027;0.003375526359228504;0.2901618122873589
ACYP2;0.0030420654004873;0.02457793557634222;0.008293536464130452;0.29097198748166153
EIPR1;0.003111780123741786;0.013544213478673083;0.004581127558327065;0.29611380500591067
IGFALS;0.003167999944173446;0.008230014441448873;0.002788892363105736;0.2999255457351146
SLC25A40;0.0032073683526764045;-0.006570271735976915;0.0022293414510981837;0.3021113053414384
FAP;0.003273659487899135;0.010856905096302077;0.0036917591683241035;0.30679810837099164
TAF13;0.0033378075011433624;0.0233226474939975;0.007946843045338955;0.3112379698051067
LZTS1;0.00337580368277631;0.0053642231898066856;0.0018299701481007142;0.3119162844940703
ERCC4;0.0033841831187141837;0.004593811272692203;0.0015675609687423623;0.3119162844940703
FAAP20;0.003395510318376924;-0.024902831545032526;0.008500685254288482;0.3119162844940703
FRYL;0.0034367066300327086;-0.005594887948194632;0.0019122862957734567;0.31414545924574844
OFD1;0.0035004658612546105;0.023292931633792473;0.007976937655315857;0.3156923536549109
OR5B2;0.00351454292187984;0.020058831495147818;0.006872326423173541;0.3156923536549109
KCNK5;0.0035176702319705037;0.005338668381987594;0.0018292470243357936;0.3156923536549109
GIT2;0.003527897173079321;0.008533739268097437;0.0029249167832317937;0.3156923536549109
TMEM240;0.0035386941991927927;0.010738069043084594;0.0036816477995675633;0.3156923536549109
EIF2D;0.003583783113482835;0.012951389328202481;0.00444653044973084;0.31818506915687794
FKBP6;0.003658424099116067;0.0069097124977314855;0.002377534181491139;0.32326532182475115
OR4F4;0.0036791330305635493;0.02029794820726344;0.006988484598539583;0.32355446689638495
NPIPA5;0.0037077870926390463;0.01653925454491761;0.00569915203514874;0.32453630797646293
USP53;0.0038307456882300016;-0.005970606725784642;0.002064653935787308;0.33230170261347813
BPTF;0.0038323218559648807;0.007568804578772244;0.0026174326011371104;0.33230170261347813
OR10A7;0.003869890929075222;0.025460525133222025;0.008814068215216162;0.33274425237859223
KDELR3;0.0038732894219538653;-0.009186400082789963;0.003180503783600541;0.33274425237859223
ABHD18;0.003907167203392186;0.006407701994016646;0.0022205731168383138;0.3341078093370756
CCDC170;0.003936550799140247;0.008243165733250492;0.0028589859743887247;0.3344493679131755
SLC47A2;0.003956575024790297;0.0072318298332059525;0.0025096147287196717;0.3344493679131755
SETBP1;0.003965232859500895;0.00738593767088323;0.0025637066762324696;0.3344493679131755
SPATA31A3;0.004026970821418707;0.009417823897991711;0.0032745266509315164;0.3381197762997535
HNRNPCL2;0.004062629025790252;0.0815224309041121;0.02837237339833744;0.3389929168271847
IRF2;0.0040823914236151415;0.021344409979021234;0.007432493297563159;0.3389929168271847
ATXN7L3;0.0040921757582070145;0.04111500057314868;0.014320728744401181;0.3389929168271847
ALG1;0.004176417895676852;0.0068818651364824755;0.0024024116427334725;0.3444338243207985
HENMT1;0.004247072786746464;0.01563031936786932;0.005466584304568601;0.3460140324839859
MTERF2;0.004279468860810554;0.02287949464063697;0.008008681897879818;0.3460140324839859
NGEF;0.00428890340190283;0.006167997921406862;0.002159559280412626;0.3460140324839859
GATM;0.004297974809672807;-0.015454645181860328;0.005412301460582233;0.3460140324839859
RABIF;0.004326152930167604;0.029284544517296136;0.010263069052853015;0.3460140324839859
DPH2;0.004327458659538753;-0.01273502308170117;0.004463269484504027;0.3460140324839859
OSGEPL1;0.004333378585110615;0.013836567126363167;0.0048500683358762425;0.3460140324839859
ZNF230;0.004344754773052851;0.009854800692211951;0.0034553673737228;0.3460140324839859
CNBD1;0.004368048950805785;-0.011291306941897497;0.0039614080167624565;0.3463825484237271
TAPT1;0.0043985322891205774;0.012179858043442633;0.004276464228241584;0.34731559641243165
MEP1A;0.004526555784777993;0.008393893481019469;0.0029566676662794787;0.35591003873873067
IL20RB;0.004569128316800509;0.023655675181610724;0.00834126325384043;0.3577415402808027
PCDHA13;0.004662260967685819;-0.008369254103443325;0.0029578233643087833;0.36349964082511793
CPA6;0.004766003012701166;-0.0045708098730564495;0.0016194294863343523;0.36967472094566384
LIMD2;0.004781307018051267;0.01794364207514028;0.006359716010446964;0.36967472094566384
ACOT7;0.004850122395061097;0.0169762569475605;0.006026646041559588;0.3734392994305133
SMAD4;0.004878200598851337;0.031496135912461566;0.01118863384291901;0.37404913352184055
FAM126B;0.004917408942900787;0.014785035742234763;0.00525701747852517;0.37550386973031685
KEAP1;0.004992682816071139;-0.014045176137140644;0.005002647941926434;0.3792475461027813
TMC3;0.0050073102390160275;0.005199345730443491;0.001852538547379837;0.3792475461027813
NEK7;0.0050293827601466294;0.010713744791758694;0.0038192601103013233;0.37937083941984084
SLC13A4;0.005090378405352224;0.01704183141002868;0.006083542225572813;0.3824172538045177
GOLGA8J;0.005129242082019453;0.012266589096464067;0.004382731744002276;0.38354723536754537
VWA2;0.005168045948208206;0.006655038431466409;0.0023798500850743315;0.38354723536754537
GZMB;0.005181617957517123;0.016985080847269428;0.00607572793174047;0.38354723536754537
PRLH;0.0051880985167737596;-0.01670510491129737;0.005976441622507987;0.38354723536754537
C11orf40;0.005244860261933625;0.0372279772523335;0.013335525019367144;0.3862048691287315
PPP1R27;0.005305276467802989;0.023941862710091584;0.008587681912018492;0.3870113959678478
PAGE1;0.0053097964522722495;0.017663870049538722;0.006336462354965983;0.3870113959678478
POR;0.005329637379234324;0.005035012465089225;0.0018069656315132367;0.3870113959678478
TTYH1;0.005339238918288911;0.010335840365473723;0.003710103985720053;0.3870113959678478
XK;0.005422575724236328;-0.011038398845691301;0.003969450485604954;0.3915226269997249
SMPD3;0.005450273324759436;0.007155005368520551;0.002574499116977686;0.3919971775745585
NME9;0.005516095971656241;0.013091113313278951;0.004717039493565913;0.3936085419775547
ZNF850;0.005518199178566115;0.009635869959808346;0.0034721882419461473;0.3936085419775547
MOG;0.00553631329252758;0.009696425870652938;0.0034953516093246865;0.3936085419775547
NFU1;0.005557897344675939;0.017039328486429577;0.006145113709718774;0.3936348974343768
TECPR1;0.005637029429876212;0.005880438194882926;0.002124265892118166;0.3977213615999353
GPAT2;0.005679272674023428;0.007170062661769254;0.0025924129092212912;0.39918402931507097
GALR3;0.005730254290798123;-0.006042394245740969;0.0021869980333252964;0.4012475419624527
CSNK1G2;0.005872522002656482;0.012345125572863718;0.004481223043966223;0.4096636025612544
TADA2A;0.005912936943932091;-0.012654932123948796;0.004597427869732419;0.410938044687655
ZNF613;0.005951325634224446;0.012408147268496266;0.0045112469237842566;0.4120626808532419
PSORS1C1;0.006016265090103317;0.07691368467471921;0.027999830287448152;0.41501046472846526
ACBD5;0.006068717354503532;0.009926948356189154;0.0036175798330034255;0.4157295980086694
PRCC;0.006071498224851768;0.01974623334318313;0.007196319381705537;0.4157295980086694
DUOX1;0.006184572556682564;0.0036857617882085684;0.0013462142309020031;0.4219151778007414
ZDHHC5;0.006254997842027643;0.008714718521063584;0.0031873646207461826;0.42515655661782026
USP14;0.006296353668372385;0.013543864380468914;0.004957536174629695;0.42565506925085483
SPATA13;0.006331657619567618;-0.005090446334876253;0.001864542139863563;0.42565506925085483
VSTM4;0.006352038855438806;0.009343199573220783;0.0034235806476022837;0.42565506925085483
RND3;0.0063540878520417544;0.019148498371686792;0.007016759410143775;0.42565506925085483
MRPS34;0.006630581969231201;0.006366003249190543;0.0023448484784436216;0.44257942093904373
PRSS45;0.006788716922076295;0.01684259138074751;0.006221697264389501;0.44992997412855645
C9;0.0068119335952410475;-0.004275635517797212;0.0015800926245055106;0.44992997412855645
EIF1AD;0.006813447010677105;0.029080765239511027;0.010747304194735062;0.44992997412855645
TP53I13;0.006895966917934556;-0.007400310164922064;0.002738963303894277;0.4537644047134526
AEBP1;0.006989957418585802;-0.0061129447543054535;0.0022662689151112967;0.45832385109285567
TSPAN2;0.007026882153993934;0.013512738442852031;0.005012876109872384;0.4584044661020632
GKAP1;0.007040594569901272;0.024671265789772762;0.009154606848565184;0.4584044661020632
ZNF492;0.007301174830466033;0.015738158645484664;0.00586626672270518;0.4737083921472997
GRB7;0.00734143200695468;-0.004498162939985839;0.0016778030148196193;0.47466067010819174
GANAB;0.007530219687623039;-0.005113381411131264;0.0019133499182288811;0.48357636388266156
MAP3K5;0.0075314490818112305;0.010913292950885951;0.004083672717486851;0.48357636388266156
PLEKHH3;0.007562001280229362;0.005883165732499242;0.002202556475494763;0.48360897529842
LTF;0.007586422228713522;0.00800469147254676;0.002998034364849468;0.48360897529842
GABRR2;0.007610143392279513;-0.005543501195593352;0.0020770489505206567;0.48360897529842
TDRD9;0.007676209808114304;-0.005680124964846292;0.002130558216294259;0.4861424887350479
KLK4;0.007744590602082786;-0.018437678631686726;0.0069235361161478735;0.48880484085798703
PSMC2;0.007799808831403388;0.027369097191319733;0.010286613053872707;0.4906211955102416
FKBP2;0.007864832616706853;-0.020147014722430828;0.0075801783393933345;0.4921042797484789
HNF4A;0.007876426551266342;0.010480730723623093;0.0039440410268301584;0.4921042797484789
MAGEA11;0.007906913945806183;0.037812643825436296;0.01423638867683797;0.49235132610194476
ZNF286B;0.007947919775921752;0.011805329654308354;0.0044476060616377025;0.4932494961939934
EXOC3L1;0.008048858724433736;0.0028759497079436725;0.0010852435940352549;0.497848741635308
MNX1;0.008185187106815478;0.019069866229891198;0.0072114963149730845;0.503536093897409
NAT10;0.00819507977780866;0.004661406212502081;0.0017630386821396778;0.503536093897409
TMEM55A;0.00826971735104802;0.017118969173251446;0.006482270416998533;0.5064451325612115
PRKCH;0.00833935395121165;-0.009147712657014728;0.003467605966200174;0.5090297760483006
UGP2;0.00840528274183434;0.01746360617606657;0.0066266067356335;0.511371890352387
CD276;0.00852836348806594;0.007292851098335081;0.002772484297910231;0.5171644211913451
PTCH1;0.008616800000025682;0.00519230928013361;0.001976569053354674;0.5189791858715129
SFT2D3;0.008620109017271938;0.013591626432204278;0.005174214982783288;0.5189791858715129
CPSF2;0.008642194892988656;0.014166963622398344;0.005395029652780605;0.5189791858715129
ACP2;0.00873645363788538;0.01038217603302104;0.003959286643573309;0.5229472054987132
SAAL1;0.008955290445608359;-0.010187243460785858;0.0038974966776151657;0.5343227315392564
OR2T35;0.00901568015754562;0.015551705999136927;0.0059550990208981905;0.5345557976121943
RMI1;0.009029007438656637;-0.011779343980863687;0.00451144916429182;0.5345557976121943
ZC3H18;0.009045619769898093;0.006153911359522572;0.002357495055706032;0.5345557976121943
PARVA;0.009094562137750617;0.006216242003534838;0.0023830587991534287;0.5357418889780966
BMP4;0.009217163481017907;-0.011009370873472134;0.004227986805139844;0.538148548983001
PRKX;0.009221318179682731;0.028117792307815265;0.010798864795066363;0.538148548983001
SPATS1;0.009260262934254056;0.007370164140271066;0.002832142611481863;0.538148548983001
CITED1;0.009288475536516839;0.015864665129190575;0.006098780824910517;0.538148548983001
NPRL2;0.00929737852911029;0.012839886478861562;0.004936602696082956;0.538148548983001
LMF2;0.00932073824645793;0.005957899023449019;0.002291415902948117;0.538148548983001
CTBS;0.009338425995501526;0.007373897426151858;0.002836720666585225;0.538148548983001
KRTAP19-7;0.009376181842564108;0.08937305138839964;0.034399930415537176;0.538651486905943
ONECUT2;0.009493432982896772;0.011233796730307739;0.00433103777142204;0.5437041433044213
MUC21;0.009527169263152143;0.02314593178086636;0.008927798873090934;0.543957393375542
MAD2L1BP;0.00957220064756632;0.013889151973715638;0.005360648500059095;0.5442405145640075
SALL2;0.009590787252771633;0.008947792005510534;0.003454374454237936;0.5442405145640075
PCDHGC3;0.009630043643588557;-0.008276645629147277;0.0031970082943868425;0.544342117962219
C4orf45;0.009651914624449765;-0.021232811483860855;0.00820404435714571;0.544342117962219
